Society,Marla,Bedrooms,Bathrooms,Garage,Terrace,Kitchens,Drawing Rooms,Age (years),Condition (1-5),Price (PKR),Society_Encoded
Lake City,5,4,3,1,0,2,1,11,3,14303603,29
Lake City,20,4,3,1,1,2,2,25,4,50978903,29
Lake City,15,4,3,2,1,3,2,22,1,38626127,29
Lake City,5,2,1,0,1,2,1,22,3,12883083,29
Lake City,5,4,4,0,0,2,1,29,1,12969245,29
State Life Housing,10,6,6,2,0,2,1,9,5,33720801,43
State Life Housing,10,4,3,1,1,2,1,4,2,29933575,43
State Life Housing,7,4,4,2,1,3,1,15,2,20587111,43
State Life Housing,5,4,4,1,0,1,1,15,5,16403863,43
State Life Housing,10,6,5,1,1,3,1,1,4,27940847,43
State Life Housing,10,6,5,1,0,2,1,3,3,29253870,43
State Life Housing,3,3,3,0,0,1,0,17,2,9287507,43
State Life Housing,7,4,3,1,1,1,1,3,5,21928845,43
State Life Housing,5,3,3,1,1,1,1,27,3,16600796,43
State Life Housing,20,6,6,2,1,3,2,8,5,61104363,43
State Life Housing,5,4,4,0,0,1,1,7,4,15418565,43
State Life Housing,3,2,2,0,0,1,0,16,2,7791720,43
State Life Housing,7,3,3,2,1,3,1,16,5,24465578,43
State Life Housing,5,3,2,0,1,2,1,10,5,14325006,43
State Life Housing,5,2,2,0,0,1,1,15,2,14070349,43
State Life Housing,5,3,3,1,1,1,1,21,5,15563961,43
State Life Housing,7,4,4,1,1,2,1,29,4,20993949,43
State Life Housing,15,7,7,2,2,3,2,15,3,41784696,43
State Life Housing,5,4,4,1,0,3,1,4,2,16259474,43
State Life Housing,20,6,6,3,2,3,2,0,2,56524142,43
State Life Housing,7,4,4,2,1,1,1,11,5,23420851,43
State Life Housing,10,4,4,1,1,1,1,26,2,31164162,43
State Life Housing,5,2,2,1,0,1,1,17,1,13873204,43
State Life Housing,5,3,3,1,0,1,1,20,5,16934538,43
State Life Housing,15,7,7,2,1,3,2,1,2,44480588,43
State Life Housing,5,3,2,1,0,2,1,10,5,17031146,43
State Life Housing,7,3,2,1,1,1,1,14,2,18774959,43
State Life Housing,5,4,3,1,1,1,1,27,3,17418668,43
State Life Housing,15,4,3,2,1,3,1,20,3,42248596,43
State Life Housing,10,5,4,1,1,2,1,16,3,32775066,43
State Life Housing,20,7,7,2,1,2,1,2,5,59558587,43
State Life Housing,15,6,5,1,2,3,1,5,2,45590394,43
State Life Housing,10,3,3,1,1,2,1,0,4,28009444,43
State Life Housing,5,2,1,1,1,2,1,6,2,16729916,43
State Life Housing,5,2,1,1,0,2,1,21,1,15202218,43
State Life Housing,3,2,2,0,1,1,0,5,5,9960706,43
State Life Housing,10,4,4,1,0,3,1,29,3,29009637,43
State Life Housing,5,4,4,0,0,3,1,27,5,16920613,43
State Life Housing,7,4,4,1,1,1,1,2,3,21370642,43
State Life Housing,15,4,3,2,1,3,1,0,1,40753792,43
State Life Housing,7,5,5,1,0,2,1,11,1,23178358,43
State Life Housing,7,4,3,1,1,3,1,7,2,21678458,43
State Life Housing,7,3,3,1,0,2,1,11,5,20962067,43
State Life Housing,10,3,2,1,2,3,1,7,1,29843050,43
State Life Housing,5,4,4,1,0,1,1,5,3,16442978,43
State Life Housing,10,3,3,1,1,3,1,5,4,29312479,43
State Life Housing,7,3,2,1,1,2,1,12,1,22652950,43
State Life Housing,5,3,3,1,1,1,1,11,3,15128502,43
State Life Housing,20,7,7,2,2,3,2,14,2,56919723,43
State Life Housing,15,7,6,2,1,3,2,10,2,42108692,43
State Life Housing,7,5,5,1,1,2,1,27,5,21856983,43
State Life Housing,5,2,1,0,0,1,1,27,2,14265141,43
State Life Housing,3,2,1,0,0,1,0,19,5,8791029,43
State Life Housing,3,2,1,0,1,2,0,24,5,9032105,43
State Life Housing,20,5,5,2,1,3,1,2,2,58217904,43
State Life Housing,3,2,1,0,0,2,0,26,2,8915540,43
State Life Housing,10,3,3,1,1,2,1,28,2,30724483,43
State Life Housing,7,5,5,2,2,2,1,11,1,24581627,43
State Life Housing,10,6,6,2,0,3,1,21,5,28367751,43
State Life Housing,5,4,4,1,1,2,1,14,2,16136799,43
PCSIR Housing Society,10,6,5,1,1,3,1,22,3,26454831,35
PCSIR Housing Society,3,2,1,0,0,1,0,14,5,7737711,35
PCSIR Housing Society,10,3,3,1,1,1,1,8,4,30782711,35
PCSIR Housing Society,10,3,2,1,0,1,1,7,3,26170176,35
PCSIR Housing Society,7,5,4,1,1,1,1,22,1,20401418,35
PCSIR Housing Society,10,6,5,1,1,3,1,21,5,27944836,35
PCSIR Housing Society,10,3,2,1,0,3,1,22,5,25992940,35
PCSIR Housing Society,20,6,5,2,2,2,2,27,1,50202802,35
PCSIR Housing Society,3,2,1,0,0,1,0,5,3,8958137,35
PCSIR Housing Society,3,3,2,0,0,1,0,15,3,8630594,35
PCSIR Housing Society,5,3,2,1,0,1,1,17,5,15991580,35
PCSIR Housing Society,10,3,3,1,0,3,1,1,1,29631863,35
PCSIR Housing Society,15,7,7,1,1,3,2,22,2,42442791,35
PCSIR Housing Society,10,5,4,2,2,1,1,23,4,27285676,35
PCSIR Housing Society,3,3,3,0,1,1,0,1,1,9383266,35
PCSIR Housing Society,10,5,4,1,0,3,1,10,2,29788078,35
PCSIR Housing Society,15,4,3,3,2,3,2,1,4,44165714,35
PCSIR Housing Society,10,5,4,2,0,2,1,9,3,31168524,35
PCSIR Housing Society,20,4,4,3,1,3,3,22,3,53926892,35
PCSIR Housing Society,10,6,5,2,2,3,1,2,1,31212295,35
PCSIR Housing Society,20,6,6,3,2,3,3,4,5,54350892,35
PCSIR Housing Society,5,3,3,1,1,1,1,13,1,16448549,35
PCSIR Housing Society,5,2,2,1,1,1,1,26,2,14494298,35
PCSIR Housing Society,3,3,2,0,0,1,0,9,2,9107425,35
PCSIR Housing Society,20,7,6,1,1,3,3,26,1,55071070,35
PCSIR Housing Society,20,5,5,3,2,3,2,29,5,51848168,35
PCSIR Housing Society,20,7,7,2,1,3,2,28,3,50621652,35
PCSIR Housing Society,10,3,2,2,1,2,1,4,4,29049144,35
PCSIR Housing Society,7,3,2,2,1,1,1,4,1,21799776,35
PCSIR Housing Society,5,3,2,1,1,2,1,21,4,16087350,35
PCSIR Housing Society,7,5,5,2,1,2,1,5,4,24766462,35
PCSIR Housing Society,5,3,3,1,0,1,1,9,1,14301639,35
PCSIR Housing Society,10,5,4,1,0,1,1,17,4,29719492,35
PCSIR Housing Society,5,4,3,0,1,2,1,13,4,14868200,35
PCSIR Housing Society,10,3,3,1,0,3,1,22,2,27413343,35
PCSIR Housing Society,7,4,3,1,1,2,1,8,3,20194200,35
PCSIR Housing Society,5,2,2,0,1,1,1,24,2,12870517,35
PCSIR Housing Society,5,3,3,0,1,1,1,1,1,15144780,35
PCSIR Housing Society,10,5,5,2,0,2,1,13,1,30158268,35
PCSIR Housing Society,20,7,6,2,1,3,2,23,4,57954266,35
PCSIR Housing Society,3,2,1,0,1,1,0,11,5,9183861,35
PCSIR Housing Society,10,6,5,1,2,3,1,20,2,27797976,35
PCSIR Housing Society,7,3,2,1,1,1,1,8,1,19841278,35
PCSIR Housing Society,15,5,4,2,1,3,1,19,1,41452994,35
PCSIR Housing Society,15,4,3,1,1,2,1,14,3,37276436,35
PCSIR Housing Society,10,4,4,1,1,2,1,15,2,27748600,35
PCSIR Housing Society,5,4,3,0,0,3,1,24,1,13462819,35
PCSIR Housing Society,3,2,1,0,0,1,0,10,4,8770507,35
PCSIR Housing Society,10,5,5,1,1,2,1,7,4,31352158,35
Paragon City,5,2,1,1,0,2,1,28,5,12810577,37
Paragon City,15,6,5,3,2,3,2,5,5,38273921,37
Paragon City,7,4,4,1,1,3,1,28,5,20369493,37
Paragon City,10,4,4,1,1,1,1,11,4,25466368,37
Paragon City,5,4,4,1,1,1,1,11,3,13855187,37
Paragon City,7,3,3,1,1,2,1,11,3,17704288,37
Paragon City,5,4,4,0,1,1,1,8,2,14115567,37
Paragon City,5,2,1,1,1,1,1,22,3,12158565,37
Paragon City,5,2,2,1,1,1,1,5,4,12270594,37
Paragon City,7,3,2,1,1,3,1,26,2,18981933,37
Paragon City,10,3,3,1,1,1,1,9,5,24348587,37
Paragon City,7,4,3,1,2,3,1,24,5,21130590,37
Paragon City,10,4,4,2,1,2,1,10,3,25190799,37
Paragon City,10,4,4,2,2,3,1,27,3,28121431,37
Paragon City,5,3,2,0,1,1,1,18,4,11638504,37
Paragon City,10,6,5,1,2,3,1,16,5,28109649,37
Paragon City,7,4,3,1,1,2,1,12,5,17943311,37
Paragon City,20,4,3,1,1,3,2,19,5,45775655,37
Paragon City,10,3,2,1,0,3,1,14,1,23069696,37
Paragon City,7,5,4,1,1,1,1,29,1,19211526,37
Paragon City,20,5,4,2,2,3,2,0,4,45665271,37
Paragon City,15,7,7,1,2,3,2,5,4,40898511,37
Paragon City,10,5,5,2,1,2,1,5,2,28324430,37
Paragon City,5,3,2,1,0,1,1,5,1,12252402,37
Paragon City,5,4,4,1,0,3,1,25,3,14785763,37
Paragon City,10,6,5,1,2,2,1,14,3,28346758,37
Paragon City,5,2,1,1,0,1,1,8,5,13348943,37
Paragon City,7,4,3,1,1,3,1,23,1,20150026,37
Paragon City,10,5,5,1,1,2,1,22,4,26357852,37
Paragon City,10,5,5,2,1,1,1,0,4,25660399,37
Paragon City,5,2,1,1,0,2,1,26,3,12044177,37
Paragon City,7,4,3,1,1,1,1,19,3,19594580,37
Paragon City,5,2,1,0,0,1,1,13,3,13177271,37
Paragon City,10,6,5,1,1,3,1,6,5,27797319,37
Paragon City,10,6,5,2,1,3,1,6,3,27818001,37
Paragon City,20,6,6,1,2,3,3,29,2,48720366,37
Paragon City,5,2,1,0,1,1,1,4,5,13986807,37
Paragon City,20,5,5,2,1,2,1,13,2,49681414,37
Paragon City,15,4,4,2,1,3,1,27,3,36936368,37
Paragon City,5,4,4,1,1,2,1,4,1,15378306,37
Paragon City,3,3,2,0,0,1,0,18,4,8340409,37
Paragon City,10,5,4,1,1,2,1,12,3,27247179,37
Paragon City,5,3,3,1,0,1,1,23,5,13279186,37
Paragon City,7,5,4,1,1,1,1,12,1,19806042,37
Paragon City,5,2,1,1,1,1,1,25,4,13044593,37
Paragon City,10,4,3,1,1,2,1,2,3,25153394,37
Paragon City,10,4,4,1,1,3,1,14,2,23216613,37
Paragon City,10,6,6,1,0,2,1,22,5,27770862,37
Paragon City,15,7,6,1,1,3,1,20,1,36044750,37
Paragon City,5,4,3,1,1,2,1,26,4,14146326,37
Paragon City,5,3,3,0,1,2,1,7,3,12554092,37
Paragon City,20,5,5,3,1,3,3,15,2,48232720,37
Paragon City,7,4,3,1,1,2,1,23,4,20063724,37
Paragon City,5,4,4,1,1,2,1,16,4,14580714,37
Paragon City,5,2,2,1,1,1,1,29,4,13414956,37
Nasheman-e-Iqbal,10,3,2,1,1,2,1,19,4,20812221,34
Nasheman-e-Iqbal,7,3,2,1,1,1,1,17,2,16048257,34
Nasheman-e-Iqbal,20,5,5,2,2,3,2,4,5,44588777,34
Nasheman-e-Iqbal,7,4,4,1,0,2,1,7,4,18788098,34
Nasheman-e-Iqbal,10,6,5,1,1,3,1,23,5,23428019,34
Nasheman-e-Iqbal,10,6,5,1,2,3,1,8,4,23715254,34
Nasheman-e-Iqbal,10,3,3,1,2,3,1,21,2,24043035,34
Nasheman-e-Iqbal,7,3,2,2,1,2,1,26,2,18121881,34
Nasheman-e-Iqbal,10,3,3,2,1,2,1,23,2,24272248,34
Nasheman-e-Iqbal,15,5,4,2,1,3,2,8,2,32905740,34
Nasheman-e-Iqbal,10,5,5,2,1,1,1,16,4,22984672,34
Nasheman-e-Iqbal,10,6,6,2,1,3,1,6,1,22623105,34
Nasheman-e-Iqbal,5,3,3,1,0,1,1,7,1,13065250,34
Nasheman-e-Iqbal,5,3,2,0,1,1,1,15,5,12795830,34
Nasheman-e-Iqbal,20,7,7,2,1,3,1,16,5,48841820,34
Nasheman-e-Iqbal,5,4,4,0,1,2,1,26,1,13441587,34
Nasheman-e-Iqbal,10,4,3,1,1,3,1,3,2,24238743,34
Nasheman-e-Iqbal,5,2,1,1,1,1,1,28,4,12389939,34
Nasheman-e-Iqbal,7,3,2,1,0,2,1,27,3,17037988,34
Nasheman-e-Iqbal,15,4,3,2,1,2,1,29,3,35363313,34
Nasheman-e-Iqbal,5,2,1,1,1,1,1,15,1,11786419,34
Nasheman-e-Iqbal,5,3,2,0,1,2,1,0,1,12423736,34
Nasheman-e-Iqbal,5,3,3,0,1,2,1,20,5,13527781,34
Nasheman-e-Iqbal,10,3,3,1,1,1,1,24,2,21172832,34
Nasheman-e-Iqbal,20,7,6,2,1,3,1,14,5,47897423,34
Nasheman-e-Iqbal,10,4,3,2,1,2,1,8,3,23177990,34
Nasheman-e-Iqbal,10,4,3,1,2,2,1,21,5,24946656,34
Nasheman-e-Iqbal,5,2,1,0,0,1,1,25,4,11506332,34
Nasheman-e-Iqbal,3,3,3,0,0,1,0,14,2,6714426,34
Nasheman-e-Iqbal,5,3,3,1,1,1,1,24,3,11896085,34
Nasheman-e-Iqbal,5,4,4,1,0,1,1,7,4,13451422,34
Nasheman-e-Iqbal,5,4,3,0,1,2,1,5,1,11305029,34
Nasheman-e-Iqbal,20,4,3,2,1,2,3,17,1,44657561,34
Nasheman-e-Iqbal,15,4,4,2,2,2,2,16,3,34869507,34
Nasheman-e-Iqbal,3,3,3,0,0,1,0,13,2,7362038,34
Nasheman-e-Iqbal,15,6,5,2,1,2,2,3,3,35918417,34
Nasheman-e-Iqbal,20,4,3,1,1,3,2,17,5,45002755,34
Nasheman-e-Iqbal,15,5,4,2,2,3,1,9,5,33692184,34
Nasheman-e-Iqbal,7,5,4,2,0,2,1,28,3,17263867,34
Nasheman-e-Iqbal,10,6,6,1,0,3,1,0,2,25415151,34
Nasheman-e-Iqbal,5,2,1,1,1,2,1,15,4,11380962,34
Nasheman-e-Iqbal,3,3,2,0,0,2,0,14,1,7291275,34
Canal Garden,10,4,3,1,1,3,1,20,5,19867228,7
Canal Garden,5,2,1,1,0,1,1,17,3,9634194,7
Canal Garden,5,4,3,1,0,3,1,1,2,10847268,7
Canal Garden,7,3,2,2,1,2,1,2,3,15109941,7
Canal Garden,3,2,1,0,0,1,0,6,2,6705379,7
Canal Garden,5,3,2,0,1,1,1,8,3,11958284,7
Canal Garden,20,5,5,3,1,3,3,27,4,41823997,7
Canal Garden,5,2,2,1,1,1,1,9,2,11200794,7
Canal Garden,15,5,5,2,1,3,2,29,2,34032033,7
Canal Garden,3,3,2,0,0,1,0,18,1,6657676,7
Canal Garden,10,6,5,2,1,3,1,13,2,21593722,7
Canal Garden,10,3,2,1,1,2,1,7,4,19229740,7
Canal Garden,10,3,3,2,0,3,1,8,4,21756265,7
Canal Garden,15,7,7,2,1,3,2,18,1,30150795,7
Canal Garden,10,5,5,1,2,2,1,22,3,22754463,7
Canal Garden,20,6,5,2,2,2,3,22,4,38872493,7
Canal Garden,15,4,4,3,1,3,2,27,3,31344505,7
Canal Garden,10,3,3,1,1,2,1,11,1,18582170,7
Canal Garden,7,4,4,2,1,3,1,11,4,15283811,7
Canal Garden,20,5,4,2,1,2,1,11,5,39419301,7
Canal Garden,7,3,2,2,1,1,1,17,2,14926024,7
Canal Garden,10,5,4,1,1,2,1,6,1,20526703,7
Canal Garden,10,5,5,1,1,1,1,20,2,21554552,7
Canal Garden,5,4,3,0,0,3,1,1,4,11777150,7
Canal Garden,10,3,3,1,0,2,1,13,1,19799603,7
Canal Garden,7,3,2,2,0,2,1,7,1,16695613,7
Canal Garden,10,3,2,1,1,2,1,23,4,20896336,7
Canal Garden,3,2,2,1,0,2,0,5,1,7709550,7
Canal Garden,5,2,2,1,0,1,1,0,3,10332613,7
Canal Garden,3,2,1,0,1,2,0,24,5,6636843,7
Canal Garden,10,5,4,1,1,1,1,10,5,23081527,7
Canal Garden,5,3,2,1,1,2,1,10,3,12674317,7
Canal Garden,20,6,5,2,1,3,3,25,4,38884032,7
Canal Garden,10,3,3,1,1,3,1,18,1,18735715,7
Canal Garden,10,6,6,1,1,3,1,4,3,23757329,7
Canal Garden,3,3,3,0,0,1,0,11,3,7284022,7
Canal Garden,5,3,2,0,0,2,1,14,2,11347528,7
Canal Garden,10,5,4,1,2,3,1,28,3,23961529,7
Canal Garden,10,5,4,2,2,1,1,6,2,23044983,7
Canal Garden,20,6,5,2,1,2,3,15,4,42189936,7
Canal Garden,5,3,3,1,0,1,1,23,2,10445865,7
Canal Garden,5,3,3,1,1,1,1,5,3,11150071,7
Canal Garden,5,3,3,0,0,1,1,20,5,10278180,7
Canal Garden,7,3,2,1,1,1,1,28,2,13530422,7
Canal Garden,7,5,4,1,1,2,1,28,2,15240424,7
Canal Garden,10,3,3,1,0,1,1,10,2,20927905,7
Canal Garden,3,3,3,0,0,2,0,26,5,7451811,7
Canal Garden,7,3,3,1,2,1,1,10,1,16616402,7
Canal Garden,20,6,6,3,1,3,2,29,3,44235563,7
Canal Garden,7,5,5,1,1,3,1,26,5,15580817,7
Canal Garden,20,5,5,1,1,3,2,26,5,39697134,7
Canal Garden,3,3,3,0,0,1,0,18,4,7453437,7
Canal Garden,10,6,5,1,1,3,1,14,4,23267914,7
Canal Garden,10,3,2,1,1,2,1,12,1,21786471,7
Canal Garden,5,3,3,0,0,2,1,1,2,11325064,7
Canal Garden,5,2,1,1,1,1,1,20,5,10908814,7
Canal Garden,20,7,7,2,2,3,1,7,2,44843792,7
Canal Garden,3,3,3,0,0,1,0,22,3,6241947,7
Canal Garden,15,5,4,3,1,2,2,0,1,31942478,7
Citi Housing,5,3,3,1,1,1,1,7,4,12576824,9
Citi Housing,15,7,7,3,2,3,2,28,5,36022463,9
Citi Housing,3,3,3,0,1,2,0,22,3,8532205,9
Citi Housing,10,4,3,2,1,2,1,10,3,22591378,9
Citi Housing,10,3,2,2,1,2,1,7,2,23619723,9
Citi Housing,3,2,1,0,0,1,0,13,3,6727261,9
Citi Housing,5,3,2,0,0,1,1,18,2,10848229,9
Citi Housing,7,3,2,1,2,2,1,18,5,16009917,9
Citi Housing,10,3,2,2,1,2,1,25,3,22005135,9
Citi Housing,7,3,3,1,2,2,1,26,4,18303676,9
Citi Housing,10,5,4,2,1,2,1,29,2,23507767,9
Citi Housing,3,2,2,0,0,1,0,8,3,7185353,9
Citi Housing,5,4,4,1,0,2,1,19,2,11729313,9
Citi Housing,10,3,2,1,1,2,1,27,4,23112158,9
Citi Housing,20,5,5,3,1,3,1,21,5,41678666,9
Citi Housing,5,2,1,1,1,2,1,23,3,12952626,9
Citi Housing,7,5,5,2,0,3,1,22,1,17577469,9
Citi Housing,20,7,6,2,1,3,2,6,4,44244632,9
Citi Housing,5,3,3,0,0,1,1,9,3,10745510,9
Citi Housing,5,2,2,1,1,2,1,23,5,13612418,9
Citi Housing,10,3,2,1,1,2,1,13,5,23212981,9
Citi Housing,5,4,3,0,0,1,1,19,5,12666614,9
Citi Housing,10,3,2,2,0,1,1,11,5,22906740,9
Citi Housing,5,3,2,1,1,2,1,27,4,13490087,9
Citi Housing,5,3,2,1,1,1,1,6,3,11343508,9
Citi Housing,20,6,6,2,1,3,1,22,5,48403127,9
Citi Housing,10,3,2,1,0,1,1,17,2,21240737,9
Citi Housing,5,4,3,1,1,3,1,5,5,12647765,9
Citi Housing,5,3,2,1,1,2,1,23,2,12283012,9
Citi Housing,5,3,3,1,0,1,1,15,5,13601736,9
Citi Housing,7,3,3,1,1,1,1,19,1,16598404,9
Citi Housing,15,4,3,1,2,2,1,28,2,30425522,9
Citi Housing,3,2,2,0,0,1,0,14,5,7597357,9
Citi Housing,7,3,2,1,0,2,1,2,2,16860036,9
Citi Housing,20,7,6,3,1,3,1,4,3,46279011,9
Citi Housing,5,3,3,1,1,2,1,28,5,13847144,9
Citi Housing,5,2,2,1,1,1,1,9,1,12529537,9
Citi Housing,5,2,1,0,0,1,1,1,3,10939359,9
Citi Housing,10,3,3,1,0,1,1,2,4,21418324,9
Citi Housing,5,2,1,0,1,2,1,21,2,11786360,9
Citi Housing,5,2,2,0,1,1,1,6,5,11794987,9
Citi Housing,5,2,1,1,1,2,1,9,3,12713029,9
Citi Housing,3,2,1,0,1,1,0,16,1,7553373,9
Citi Housing,15,7,7,2,1,3,1,9,4,37083272,9
Citi Housing,5,2,1,1,1,2,1,1,5,13532443,9
Citi Housing,10,5,5,2,1,2,1,27,4,24525386,9
Citi Housing,15,5,5,2,1,3,2,19,1,35897598,9
Etihad Town,5,2,2,0,1,1,1,1,3,8873496,19
Etihad Town,7,3,3,1,1,1,1,29,4,11618137,19
Etihad Town,15,5,4,2,1,3,2,24,5,25661209,19
Etihad Town,10,4,3,1,1,2,1,18,4,15864534,19
Etihad Town,20,4,3,2,2,3,1,1,5,34945216,19
Etihad Town,20,6,6,2,2,2,2,10,1,31427822,19
Etihad Town,10,4,3,1,1,3,1,25,2,18145423,19
Etihad Town,7,4,3,1,1,1,1,26,3,11485094,19
Etihad Town,5,3,3,0,0,1,1,17,5,9421696,19
Etihad Town,5,2,2,1,0,1,1,27,3,8704291,19
Etihad Town,5,2,1,0,0,1,1,6,1,8076293,19
Etihad Town,15,7,7,2,1,2,2,21,2,26195147,19
Etihad Town,10,4,4,1,1,2,1,24,3,16186311,19
Etihad Town,3,2,1,0,0,1,0,9,2,4729909,19
Etihad Town,20,5,4,1,1,3,1,12,1,34480774,19
Etihad Town,10,6,6,1,1,3,1,27,4,17948996,19
Etihad Town,15,7,6,2,1,2,2,14,3,25974093,19
Etihad Town,5,2,2,0,0,1,1,23,5,9135017,19
Etihad Town,5,4,4,0,0,3,1,5,3,9345014,19
Etihad Town,10,6,5,1,1,2,1,7,1,16868931,19
Etihad Town,10,6,6,2,1,3,1,15,5,20007687,19
Etihad Town,5,4,3,0,0,2,1,29,2,8946336,19
Etihad Town,20,5,5,2,2,2,2,24,2,32971417,19
Etihad Town,15,6,6,3,1,3,1,5,1,28578377,19
Etihad Town,5,4,3,1,1,2,1,12,4,10604456,19
Etihad Town,5,2,2,1,1,2,1,12,1,9528781,19
Etihad Town,5,4,4,1,1,3,1,15,3,10240801,19
Etihad Town,7,3,3,2,1,2,1,16,2,13661563,19
Etihad Town,7,3,2,1,1,2,1,0,1,13365215,19
Etihad Town,7,4,3,1,1,2,1,24,1,12066486,19
Etihad Town,5,4,3,1,1,2,1,10,3,10916896,19
Etihad Town,10,6,5,2,1,3,1,19,5,17127501,19
Etihad Town,7,3,3,2,2,2,1,25,2,14166486,19
Etihad Town,15,7,7,2,2,2,2,20,1,24637391,19
Etihad Town,5,2,1,1,0,1,1,7,2,8824391,19
Etihad Town,10,6,5,1,1,3,1,4,4,18352694,19
Etihad Town,10,4,3,2,1,2,1,0,5,18910558,19
Etihad Town,20,6,6,2,1,3,1,15,5,29698256,19
Etihad Town,5,2,1,1,0,1,1,19,5,8596078,19
Etihad Town,20,6,6,3,1,3,3,11,4,31049110,19
Etihad Town,5,3,3,0,0,1,1,24,4,9327608,19
Etihad Town,7,4,3,1,1,1,1,8,4,11773906,19
Etihad Town,3,3,3,0,0,2,0,22,3,5435977,19
Etihad Town,10,6,6,1,0,3,1,1,5,17993619,19
Etihad Town,3,3,2,1,0,1,0,24,4,6083318,19
Etihad Town,3,2,2,0,0,1,0,8,2,5606514,19
Etihad Town,7,5,5,2,1,2,1,25,2,14673667,19
Etihad Town,5,2,1,0,1,1,1,13,2,8556956,19
Etihad Town,15,7,7,2,2,3,2,10,3,25447295,19
Etihad Town,20,7,7,3,1,3,2,2,2,31900223,19
Etihad Town,10,5,4,2,0,2,1,10,4,19455376,19
Etihad Town,10,4,4,1,1,2,1,6,2,17921830,19
Etihad Town,7,4,4,1,1,2,1,5,2,12210809,19
Al-Kabir Town,10,3,3,2,1,3,1,2,2,15333180,0
Al-Kabir Town,10,4,3,1,1,2,1,18,1,14412009,0
Al-Kabir Town,15,7,6,2,1,3,1,16,1,20712515,0
Al-Kabir Town,5,3,3,0,1,1,1,20,2,7503333,0
Al-Kabir Town,10,4,3,2,1,2,1,17,5,14343348,0
Al-Kabir Town,5,3,3,1,1,1,1,17,4,7611224,0
Al-Kabir Town,5,3,3,1,0,1,1,0,3,8168225,0
Al-Kabir Town,5,3,3,1,1,1,1,24,2,7519936,0
Al-Kabir Town,7,5,4,2,1,2,1,10,5,12503052,0
Al-Kabir Town,20,7,6,3,1,2,2,29,2,29884234,0
Al-Kabir Town,5,3,2,1,1,1,1,29,4,8262246,0
Al-Kabir Town,5,4,4,1,1,2,1,25,5,8538513,0
Al-Kabir Town,7,3,2,2,1,1,1,5,1,10730904,0
Al-Kabir Town,20,6,6,3,1,3,1,17,2,29346149,0
Al-Kabir Town,7,5,5,1,1,3,1,12,5,12139746,0
Al-Kabir Town,5,3,2,0,0,2,1,15,1,7897363,0
Al-Kabir Town,10,5,4,1,1,3,1,3,5,16987253,0
Al-Kabir Town,7,4,4,1,1,1,1,22,1,11785320,0
Al-Kabir Town,3,2,2,0,0,1,0,16,5,4567169,0
Al-Kabir Town,7,3,3,1,2,2,1,7,1,10393727,0
Al-Kabir Town,10,3,2,2,2,1,1,1,3,14077008,0
Al-Kabir Town,10,4,3,2,2,1,1,9,5,14267886,0
Al-Kabir Town,3,3,3,0,0,1,0,24,2,4590718,0
Al-Kabir Town,5,2,2,1,1,2,1,16,1,7550437,0
Al-Kabir Town,10,3,3,1,1,1,1,10,4,14774282,0
Al-Kabir Town,10,3,3,2,0,2,1,3,1,13604764,0
Al-Kabir Town,15,7,6,1,2,3,2,24,3,24177462,0
Al-Kabir Town,10,3,2,2,1,2,1,21,4,14802945,0
Al-Kabir Town,15,7,7,2,2,3,2,28,4,21456635,0
Al-Kabir Town,5,4,3,1,1,2,1,25,1,9367848,0
Al-Kabir Town,10,5,4,1,1,3,1,8,3,16976530,0
Al-Kabir Town,10,4,4,2,1,3,1,6,4,16562356,0
Al-Kabir Town,10,3,2,1,0,2,1,9,2,14475935,0
Al-Kabir Town,15,5,5,3,2,3,2,18,4,22402039,0
Al-Kabir Town,20,7,6,2,2,3,3,8,4,30732770,0
Al-Kabir Town,3,3,2,1,1,1,0,4,5,5645402,0
Al-Kabir Town,5,2,2,1,0,1,1,20,2,6796563,0
Al-Kabir Town,10,6,5,1,1,3,1,17,5,14668712,0
Al-Kabir Town,5,4,3,0,0,2,1,27,1,7530235,0
Al-Kabir Town,7,5,5,1,1,1,1,22,3,12736494,0
Al-Kabir Town,15,5,4,2,1,2,1,8,2,22387177,0
Al-Kabir Town,15,5,5,2,1,3,1,5,2,20548912,0
Khayaban-e-Amin,10,5,5,1,1,1,1,7,4,18320659,28
Khayaban-e-Amin,15,4,4,2,2,2,2,2,5,28918051,28
Khayaban-e-Amin,5,2,2,1,1,1,1,0,5,11188438,28
Khayaban-e-Amin,5,3,3,1,1,2,1,23,1,9414125,28
Khayaban-e-Amin,15,7,6,2,1,3,2,24,2,31369093,28
Khayaban-e-Amin,15,4,3,2,1,3,1,15,5,27988817,28
Khayaban-e-Amin,10,5,4,1,0,2,1,18,2,18000677,28
Khayaban-e-Amin,20,4,3,2,2,3,1,16,3,32338525,28
Khayaban-e-Amin,15,4,4,2,1,2,1,24,5,26408899,28
Khayaban-e-Amin,10,4,4,1,1,2,1,10,2,17494606,28
Khayaban-e-Amin,7,3,3,1,1,3,1,7,2,13535855,28
Khayaban-e-Amin,5,3,2,1,0,2,1,8,2,10364130,28
Khayaban-e-Amin,15,4,4,2,1,3,2,21,4,29879905,28
Khayaban-e-Amin,5,3,3,1,0,1,1,28,3,10578768,28
Khayaban-e-Amin,20,5,5,2,1,3,1,11,4,36141119,28
Khayaban-e-Amin,5,2,2,1,1,1,1,3,1,9424869,28
